,nome_logradouro_residencia,quantidade
2138,RUA MULUNGU,1
2139,AVENIDA PROFESSOR ARTHUR DE SA,1
2140,R DO TRIUNFO,1
2141,RUA MARINO DE MELO BERENGUE,1
2142,RUA JOSEPH TUSTAN,1
2143,RUA SANTA AGRIPINO,1
2144,R ANTERO MOTA,1
2145,RUA DR JOAO ELIZIO,1
2146,RUA DA CAROLA,1
2147,OTAVIANO DE ALMEIDA ROSA,1
2148,1 TRV PADRE LEANDRO CAMELO,1
2149,RUA ABDISAAS,1
2150,REUA ERUNDINA NEGREIROS DE ARAUJO,1
2151,ALICE TIBIRICO,1
2152,ALTO DO PASCOAL,1
2153,RUA PROFESSOR MUSSA HAZIN,1
2154,RUA PIRANTROPOLIS,1
2155,TRAVESSA SAO FRANCISCO,1
2156,RUA LISARDA,1
2157,CORREGO DO MORCEGO,1
2158,RUA MONSENHOR HIPOLITO,1
2159,RUA VILA NOVA,1
2160,RUA UBIRACI,1
2161,R ROLANDIA,1
2162,GOMES TABORDA,1
2163,FREDERICO,1
2164,RUA GENERAL CARLOS LIRA,1
2165,SANTA LUCIA,1
2166,"R, EXPEDICIONARIO SIMAO FERNANDES",1
2167,RUA VISCONDE CARVALHO,1
2168,RUA MARIANO,1
2169,RUA SOLANIA,1
2170,RUA REVOLOCAO PRAIEIRA,1
2171,TRAVESSA CLARANA,1
2172,RUA LHA DO DESTINO,1
2173,CARLOS DE OLIVEIRA FILHO,1
2174,RUA AMETISTA,1
2175,RUA CAITITU,1
2176,RUA ITARANA,1
2177,RUA HARMONIA,1
2178,RUA FLORES DO PIAUI,1
2179,RUA DR RAPOSO PINTO,1
2180,RUA ENGENHEIRO MOACYR PARAYBA,1
2181,2¬ TRAVESSA GUAIRACA,1
2182,RUA CAIPËS,1
2183,R ALTO DO MARACANA,1
2184,RUA ITAPECERICA,1
2185,PLANALTINA,1
2186,AVENIDA FORTE DO ARRAIAL NOVO DO BOM JESUS,1
2187,RUA DR. VIRG?NIO MARQUES,1
2188,RUA FELIPE MOURA,1
2189,RUA POSSIDONIO,1
2190,RUA CM B,1
2191,RUA DEODATO NUNES,1
2192,RUA UBA,1
2193,RUA TATUIRA,1
2194,RUA CARLOS FERNANDES,1
2195,RUA PROF NELSON MELO,1
2196,RUA DONA BENVINDA DE FARIAS,1
2197,RIO JACUIPE,1
2198,RUA IMBAUBA,1
2199,RUA PADRE GERALDO LEITE BASTOS,1
2200,TRAVESSA UMBURANAS,1
2201,RUA PINTOR CANDIDO,1
2202,RUA RUI ROSA BORGES,1
2203,RUA ROMEU B PONTES,1
2204,ANITA FERREIRA DA SILVA,1
2205,RUA PROFESSOR COELHO DE ALMEIDA,1
2206,RUA PROFESSOR JOAQUIM CAVALCANTI,1
2207,RUA DOUTOR URBANO V DE M FILHO,1
2208,RUA PARALELA,1
2209,RUA RONDÈNIA,1
2210,NADIA,1
2211,TOME GIBSON,1
2212,RUA ANITA FERREIRA DA SILVA,1
2213,RUA VICENTE DO REGO MONTEIRO,1
2214,RUA DA CONCORDIA,1
2215,RUA ITA,1
2216,RUA MARIA TEREZA,1
2217,RUA ARARAGUAIA,1
2218,RUA DONA SINHA,1
2219,RUA DR RORENILDO ROCHA LEAO,1
2220,RUA GR?O MOGOL,1
2221,RUA BAR?O DE SOUZA LE?O,1
2222,RUA ABERLADO,1
2223,RUA DO BOLEIRO,1
2224,RUA CARLOS DE O FILHO,1
2225,R TRAV. TENENTE JUNIOR,1
2226,RUA CURRAIS NOVOS,1
2227,RUA DO MORCEGO,1
2228,RUA CARLOS MARIGUELA,1
2229,RUA JAM JOSE CAMPELO,1
2230,TRAVESSA DA RUA ROMELANDIA,1
2231,RUA EDNA,1
2232,AV. M?RIO ALVARES PEREIRA DE LIRA,1
2233,RUA LENADRO BARRETO,1
2234,RUA CAMETA,1
2235,RUA NOSSA SENHROA DO CARMO,1
2236,RUA RODRIGUES ALVES,1
2237,RUA AUGUSTO SEVERO,1
2238,RUA PANDIA CALOGERAS,1
2239,RUA PROF M C ALBUQUERQUE,1
2240,1¬ TRAVESSA RIO UNA,1
2241,PRACA JACAREZINHO,1
2242,R GUINE BISSAL,1
2243,RUA POETA VINICIUS DE MORAES,1
2244,RUA 3 DE MARCO,1
2245,BECO DO BOEIRO,1
2246,AVENIDA LUXEMBURGO,1
2247,RUA IBIARA,1
2248,RUA DOMINGOS ANTONIO JORGE,1
2249,RUA GEL. B. CASTELO BRANCO,1
2250,RUA MUSTARDINHA,1
2251,RUA MARIA VICENTE DA SILVA,1
2252,RUA 1? TRAVESSA CARLOS LEONCIO,1
2253,ESTRADA DOS MACACOS,1
2254,RUA MARIA DO CARMO CATUNDA,1
2255,3¬ TRAVESSA JOSE MARTORANO,1
2256,RUA CLËVIS BEVILAQUA,1
2257,RUA EXPEDICIONARIO LAURENTINO,1
2258,JOAO SALES DE MENEZES,1
2259,RUA BOM JESUS DA SERRA,1
2260,AV. LIBERDADE,1
2261,RUA EXPEDICIONARIO ALSON SIMOES,1
2262,RUA ALFREDO LIMA,1
2263,PRAÃA JOCKEY CLUBE,1
2264,R ENGENHO IRACI,1
2265,RUA PROFESSOR JOSU? DE CASTRO,1
2266,R MARQUES DE BAIP?NDI,1
2267,AV ALVARO FERRAZ,1
2268,RUA COMP. VINICIUS DE MORAES,1
2269,RUA AMARO DUARTE,1
2270,RUA ALCIDE GERADES,1
2271,RUA INDUSTRIAL ANTONIO CARLOS MENEZES,1
2272,RUA GRANITO,1
2273,RUA RIOGRANDINA,1
2274,RUA FELIX DE BRITO MLO,1
2275,RUA COMPOSITOR BARROS BARRETO,1
2276,RUA RIO PIAUI,1
2277,VL EDMAR OLIVEIRA E SILVA,1
2278,AV ESPERANTINOPOLIS,1
2279,RUA CÈNEGO JOS? FERNANDES MACHADO,1
2280,RUA ROMULO DA FONSECA GOMES,1
2281,RUA SERRA DA PRATA,1
2282,RUA DO ARACHA,1
2283,RUA PIRITIBA,1
2284,RUA DR TELESPHORO FRAGOSO,1
2285,VILA SAO LUIS,1
2286,R ALTO DA ESPERANÃA,1
2287,SONDOLANDIA,1
2288,RUA S?O SEBASTI?O 1?TRAV,1
2289,RUA JOAO SALES DE MEZEZES,1
2290,FERNANDO CESAR,1
2291,RUA CHICO MENDES,1
2292,AVENIDA SAO PAULO,1
2293,RUA JO?O XAVIER PEDROSA,1
2294,RUA CORENEL MIZAEL DE MENDONÃA,1
2295,"RUA MOEMA,",1
2296,R FRUTUOSO GOMES,1
2297,RUA GOVERNADOR TORRES GALVAO,1
2298,PROF LONDES DUTU,1
2299,R ESPANDATE,1
2300,RUA PARD?LIA,1
2301,RUA TAGUELINGO,1
2302,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,1
2303,RUA FRANCISCO BELT?O,1
2304,RUA JASMIM,1
2305,RUA PARANAGI,1
2306,TRAVESSA SANTA QUITERIA,1
2307,RUA 12 DEZESSEIS,1
2308,RUA DA REGENERAC?O,1
2309,RUA LUSILANDIA,1
2310,RUA CANELA,1
2311,RUA PIRATANIA,1
2312,4 TRAVESSA DO OLHO DAGUA,1
2313,RUA TAMARINA,1
2314,RUA AEREO BRADLEY,1
2315,RUA ARUROA CACOTE,1
2316,JORNALISTA POSSIDONIO DE MORAES,1
2317,RUA ARTUR DE SA,1
2318,SEGUNDA TRV DA RUA BENZINHA,1
2319,RUA JOS? TAVARES DA MOTA,1
2320,RUA AUOPISCIEMO,1
2321,PRAÃA DE CASA FORTE,1
2322,RUA PROF MARIO DE CASTRO,1
2323,RUA CAIARA,1
2324,RUA ARAPONGAS,1
2325,RUA 7 Q-C,1
2326,RUA PEDRA BARTOLOMEU,1
2327,RUA APIA,1
2328,RUA CRISTOVAO JAQUES,1
2329,RUA ARTUR DE S?,1
2330,R ESTRADA VELHA DE A FRIA,1
2331,RUA MANOEL DE ARRUDA CAMARA,1
2332,RUA PADRE LEMOS,1
2333,RUA NOVA LUSITANIA,1
2334,RUA TORRE,1
2335,RUA COTUNGUBA,1
2336,DOUTOR JOSE MUGUNBAR SOBRINHO,1
2337,R CELIA,1
2338,RUA EDUARDO ANTONIO MARTINS,1
2339,RUA TENENTE ORLANDO RITT MISTER,1
2340,RUA MARECHAL MANOEL LUIZ OSORIO,1
2341,RUA SAO JORGE,1
2342,RUA CORONEL MARIO LIBËRIO,1
2343,RUA BALTAZAR PASSOS,1
2344,RUA MARIA AUGUSTA NOGUEIRA,1
2345,1? TV JO?O CORREA FILHO,1
2346,RUA DIRCEU VELOSO TOSCANO,1
2347,RUA SODELANIA,1
2348,RUA MINISTRO JOA? ALBERTO,1
2349,RUA EVENDRO CARNEIRO LEAO,1
2350,RUA BARAO CAMAQU?,1
2351,RUA PROF LUCY ALVAREZ,1
2352,RUA JOAO PRAXEDES,1
2353,RUA CAMPO SALES,1
2354,R VERTENTE DO LERO,1
2355,RUA ANTÈNIO VALDEVINO DA COSTA,1
2356,RUA ALTO DO JORDAO,1
2357,RUA ENG CELIO DE SOUZA,1
2358,MARQUES DE MARICA,1
2359,RUA EMETERIO MACIEL,1
2360,RUA PROFESSOR SEVERINO JORDAO,1
2361,RUA ALICE MONTENEGRO PESSOA,1
2362,RUA JOAO CARLOS P DA MOTA,1
2363,RUA ELSA,1
2364,RUA ENGENOPOLIS,1
2365,VIA SARGENTO BIU,1
2366,RUA MONSENHOR JOA? BARBALHO,1
2367,RUA DESEMBARGADOR SANTOS PEREIRA,1
2368,TRV DA RUA SAO MIGUEL,1
2369,1? TRAVESSA CLOTILDE DE OLIVEIRA,1
2370,RUA ANTONIO AURELINO,1
2371,R ANTONIO FALC?O,1
2372,RUA MUSSU,1
2373,ELZA,1
2374,RUA DOUTOR JO?O COIMBRA,1
2375,RUA BATISTA,1
2376,RUA DESEMBARGADOR ANGELO JORD?O,1
2377,RUA NOVA ILEIA,1
2378,RUI DUCORTE,1
2379,RUA URBANO RIBEIRO DE SENA,1
2380,RUA MANUEL ALVES DEUS DARA,1
2381,RUA CASADEIRA,1
2382,R DR VALDI PESSOA,1
2383,3 TRAV. DA AUREA,1
2384,TERCEIRA TRAVESSA CABO EUTROPIO,1
2385,RUA JONHENVILLE,1
2386,RUA EVARISTO HELENA DA SILVA,1
2387,RUA DO ORATORIO,1
2388,R. C. B. CASTELO BRANCO,1
2389,RUA OLIVEIRA MENELAU,1
2390,RUA JUSCELANDIA,1
2391,RUA GASTAO DE CARVALHO,1
2392,RUA ANTONIO CARNEIRO,1
2393,RUA GENERAL MARIO LATINO,1
2394,RUA ANAXA,1
2395,TRAVESSA SAO SEBASTIAO,1
2396,RUA ROMERO ROMA,1
2397,RUA MARIO CRAUSES,1
2398,R EXPEDICIONARIO GUILHERME,1
2399,RUA BUENO,1
2400,RUA BARCO DE TRACUNHAEM,1
2401,RUA FLORESTOPOLI,1
2402,RUA MARIA PEREIRA DE LUCINA,1
2403,RUA AMBROSIO MACHADO,1
2404,AVENIDA CORREIA DE BRITO,1
2405,RUA EURICO CHAVES,1
2406,RUA FORTE ARRAIAL NOVO DO BOM JESUS,1
2407,RUA DR FLAVIO F DA S MAROJO,1
2408,RUA CABEDELO,1
2409,RUA GENASIO TB,1
2410,RUA JOSE SALES DE MENEZES,1
2411,RUA ABAETETUBA,1
2412,AV LUXEMBURGO,1
2413,1¬ TRAV. GUARACIABA,1
2414,RUA BOTUCATU,1
2415,RUA RIACHO DE SANTANA,1
2416,AURELIANO QUINTAS,1
2417,ESTRADA DOS REM?DIOS,1
2418,R LADEIRA DE PEDRA,1
2419,RUA 07 DE AGOSTO,1
2420,RUA MARI,1
2421,RUA BRAGANTINA,1
2422,RUA ITACARI,1
2423,RUA PROFESSORA MARINALVA,1
2424,RUA SAO FELIX,1
2425,AVENIDA ENGENHO MURIBECA,1
2426,RUA BERNADINO GUIMARAES,1
2427,RUA ENGENHO BABILONIA,1
2428,RUA CAMPO BELO,1
2429,RUA DOUTOR ANTÈNIO HERMENEGILDO DE CASTRO NETO,1
2430,RUA JOSE DA CRUZ PINHEIRO,1
2431,RUA GILBERTO VIEGAS,1
2432,TRV DO SABOR,1
2433,RUA LUIZ SALES,1
2434,RUA AROLDO BARBOSA,1
2435,AVENIDA PROFESSOR CLAUDIO SELVA,1
2436,RUA SINDICATO DOS METALURGICOS,1
2437,RUA AFONSO CELSO,1
2438,GERSON MONTEIRO LIMA,1
2439,MANOEL CORREIA,1
2440,RUA VISCONDE DE INHAUMA,1
2441,AV TENENTE FELIPE BANDEIRA DE MELO,1
2442,RUA ARMANDO TORRES MONTEIRO,1
2443,SEGUNDA TRV DA RUA ARSENIO CALACA,1
2444,RUA HEIJI GEMBA,1
2445,RUA CAPIBARIBE,1
2446,RUA ROLANDIA,1
2447,PROFESSOR ARTUR DE S?,1
2448,AV ARMINDO MOURA,1
2449,SITIA,1
2450,RUA ENGENHEIRO ANFRE DIAS DE ARRUDA FALCAO,1
2451,RUA DONA JULIETA,1
2452,TRANSVERSAL DA RUA PEDERNEIRA,1
2453,RUA ANANIAS CASTANHO,1
2454,R MARAGOGIPE,1
2455,R-PIRAIBA,1
2456,RUA TRANQUILIDADE,1
2457,DOUTOR SEBASTI?O DE SOUZA,1
2458,TRAVESSA DA IMBAUBA,1
2459,RUA RIO LARGO,1
2460,RUA LUIZ DE MENDONCA,1
2461,RUA ANTONIO PORFICIO SANTANA,1
2462,RUA CAPITAO WALDIR DE MELO,1
2463,RUA JORNALISTA POSSIDÈNIO BASTOS,1
2464,RUA SECRETARIA ZORAIDE,1
2465,RUA ASSAI,1
2466,RUA MARIA CAMPELO,1
2467,RUA GENERAL AGUIAR,1
2468,2 TRAVESSA DA RUA DO CAMPO,1
2469,RUA DIOGO DE VASCONCELOS,1
2470,RUA ARAGOMINAS,1
2471,RUA TEREZA,1
2472,R SUBIDA DO S.,1
2473,RUA MAJOR JO?O RIBEIRO PINHEIRO,1
2474,RUA TRIUNFO,1
2475,RUA PROF ARTUR DE SA,1
2476,RUA MIRALTA,1
2477,RUA MANUEL BEZERRA,1
2478,CORREGO DO SARGENTO,1
2479,RUA RIO LANDIA,1
2480,RUA GEREMIAS BASTOS,1
2481,AV PROFESSOR ARTUR SA,1
2482,RUA PEROLA,1
2483,RUA ADOLFO SIM?ES,1
2484,RUA FELICIANO DE MELO,1
2485,INVASAO DO CAIQUE,1
2486,RUA FLORESTINA,1
2487,RUA JOCKEY CLUB,1
2488,RUA ALMIRANTE JO?O PASCO?,1
2489,RUA MARIA ADELAIDE,1
2490,RUA MELQUISEDEQUE DE LIMA,1
2491,BECO DE VIMIO,1
2492,RUA LINDOIA DO NORTE,1
2493,RUA EDUARDO DO BECO,1
2494,RUA MANGUE,1
2495,RUA MINAS GERAIS,1
2496,RUA ALMIRANTE NELSON FERNNADES,1
2497,RUA COMENDADOR JOSE VICTOR,1
2498,R MANSENLIOR VIANA,1
2499,RUA PRESIDENTE VENCESLAU,1
2500,R CRATEN,1
2501,LADEIRA DO APIQUE,1
2502,RUA ALTO DO FORMOSO,1
2503,RUA JANDAIA,1
2504,RUA DOUTOR MARQUES DE QUELUZ,1
2505,RUA IQUATI,1
2506,RUA S?O BRAZ,1
2507,RUA ARACAJ?,1
2508,RUA TR?S DE AGOSTO,1
2509,R AUCILANDIA,1
2510,RUA FLOR DE MARIS,1
2511,ESTRADA VLEX DE FRIGRORIFICO,1
2512,RUA MOACIR ALBUQUERQUE,1
2513,RYA HAVAI,1
2514,RUA VALE DO SIRIJI,1
2515,RUA HENERITA,1
2516,RUA PROFESSOR ARSENIO TAVARES,1
2517,RUA MACIEL MONTEIRO,1
2518,RUA JOAO ELIZIO,1
2519,RUA MANFREDO NEGRO,1
2520,RUA MATEIRA,1
2521,RUA ACORIZAL,1
2522,RUA SALOMAO C DA CUNHA,1
2523,RUA LAIONS,1
2524,CAMPO REDONDO,1
2525,RUA DOUTOR VICENTE RABELO,1
2526,RUA CANDELARIA,1
2527,RUA JORNALISTA POSSIDONIO CAVALCANTI BASTOS,1
2528,RUA PROFESSORA LUCIA MARIA,1
2529,RUA GABURAI,1
2530,EURICO DE SOUZA LE?O,1
2531,RUA ABRE CAMPOS,1
2532,RUA CONCEIÃAO DE MELO,1
2533,RUA ALVARO FLORRENSE,1
2534,AV VISCONDE JEQUITINHONHA,1
2535,RUA MIDINA,1
2536,RUA ATLO DA LIBERDADE,1
2537,PERNAMBUCO,1
2538,RUA IN?CIO MONTEIRO,1
2539,ADELIA ALVES,1
2540,RUA JACURA,1
2541,RUA CURUPE,1
2542,RUA 24 DE OUTUBRO,1
2543,RUA DO ROSARIO,1
2544,R FRANCISCO ROLIN,1
2545,RUA ROUCHINOL,1
2546,RUA REALIZA,1
2547,RUA JOAQUIM DA CONCEICAO,1
2548,RUA MAIUM,1
2549,RUA GEN?SIO T. B. FILHO,1
2550,MARAJO,1
2551,RUA EMBUABA,1
2552,RUA ARISTARCO PAV?O,1
2553,ROSA PALMEIRA BARBORA,1
2554,RUA ACAI,1
2555,R OLIVIA MENELAU,1
2556,PROF. SEV. JARBAS EMERENCIAO,1
2557,RUA APUCARANA,1
2558,RUA GALOPOLIS,1
2559,RUA DOS ARTISTAS,1
2560,RUA MANOEL BORBA,1
2561,RUA ARTHUR LICIO,1
2562,RUA GOVERNADOR LEOPOLDO NEVES,1
2563,R JORDANIA,1
2564,RUA PROFESSORA MARIA DA PAZ BRAND?O ALVES,1
2565,RUA PADRE ANTONIO VIEIRA,1
2566,RUA WALDEMAR DA COSTA,1
2567,AV TRANGUARETONA,1
2568,RUA JUNQUEIRA,1
2569,RUA DONA ESTELA GOMES,1
2570,AVENIDA FORTE DO ARRAIAL NOVO,1
2571,R TIO PAJEU,1
2572,RUA INACIO DE BARROS BARRETO,1
2573,RUA MANUELA COELHO,1
2574,RUA ABADIANIA,1
2575,RUA JO?O LIPPO,1
2576,RECIFE,1
2577,RUA LIRIOS,1
2578,AVENIDA CIDADE MONTEIRO,1
2579,HORACIO SALDANHA,1
2580,RUA ENGENHEIRO ANDRE DIAS DE ARRUDA,1
2581,R ZEZITO COSTA REGO,1
2582,RUA ANA NERY,1
2583,ANILOPOLIS,1
2584,TRAV. SANTA LUCIA,1
2585,AV SONHO REAL,1
2586,RUA NATURALISTA AUGUSTO RUSKY,1
2587,RUA DESEMBARGADOR JOAO BASTOS,1
2588,RUA DA LUTA,1
2589,RUA XIQUE XIQUE,1
2590,RUA BERNARDO VIEIRA DE LIMA,1
2591,AV GOV MAGALHAES,1
2592,RUA PADRE GABRIEL MOUSINHO,1
2593,RUA MARQUES,1
2594,RUA ISAAC SALAZAR,1
2595,RUA MEDULA,1
2596,AV SANTOS DO MONT,1
2597,RUA FRANCISCO,1
2598,RUA EDSON ALVARES,1
2599,AV RAIMUNDO DINIZ,1
2600,RUA VITORIANA,1
2601,RUA NOVA LUZITANIA,1
2602,RUA CARNAUBAL,1
2603,AFONSO OLIDENSE,1
2604,RUA ALTO DO BENJAMIM,1
2605,HOMIPINAGEM,1
2606,RUA FREI HENRIQUE,1
2607,RUA DRAGUACU,1
2608,RUA HISTORIADOR JORDAO EMERENCIANO,1
2609,RUA FREI TITO DE ALENCAR LIMA,1
2610,CANAL DO JACAREZINHO,1
2611,RUA JOSE M REIS,1
2612,RUA DUQUE BACELAR,1
2613,RUA VINTE E SEIS DE MARCO,1
2614,RUA VOLUNTARIOS DA PATRIA,1
2615,RUA IRAPIRANGA,1
2616,R LAGE GRANDE,1
2617,R WALFREDO DE MEDEIROS,1
2618,RUA DA SALINA,1
2619,RUA CANTOR PAULO SERGIO,1
2620,RUA ARACATI,1
2621,RUA CAPITAO FERNAO DE MELO,1
2622,R ITANAG?,1
2623,RUA JOS? REIS,1
2624,RUA BANDEIRA RAPOSO TAVARES,1
2625,ITACARI,1
2626,TRAVESSA SANTO ANTONIO,1
2627,RUA DR CASTRO E SILVA,1
2628,RUA FELIX PEIXOTO,1
2629,RUA TV PEROLA,1
2630,PRIMEIRA TRAVESSA DO CAMPO,1
2631,AV JORNALISTA POSIDONIO CAVALCANTE BASTOS,1
2632,RUA AUREO BRADLEY,1
2633,RUA NOUGA,1
2634,RUA S?O JOAO,1
2635,RUA EUZEBIO ATANASIO,1
2636,QUIPAPA,1
2637,RUA CRISTINA TAVARES,1
2638,RUA ALFREDO ABRIL,1
2639,RUA RIO MOCHOTO,1
2640,RUA JARDIM,1
2641,RUA TURNAR?,1
2642,RUA ANDRE MOTA,1
2643,RUA JUDITH,1
2644,RUA DOUTOR JO?O CRISOSTOMO DA SILVA,1
2645,RUA ENGENHO NORUEGA27,1
2646,RUA DA BARRIGUDA,1
2647,AV PROFE JOSE DOS ANJOS,1
2648,RUA NETO MENDONCA NEEB,1
2649,RU ENGENHO PIOCA,1
2650,RUA MIGUEL,1
2651,SEGUNDA TRV DA RUA DOS PRAZERES,1
2652,RUA 1¬ TRV GONÃALVES DIAS,1
2653,TUA MANTIQUEIRA,1
2654,RUA CAMANDUCAIA,1
2655,RUA PROFESSOR ROSILDO ROCHA,1
2656,RUA MIRIBU,1
2657,RUA CEC?LIA MEIRELES,1
2658,4¬ TRAVESSA JOANA BEZERRA,1
2659,RUA GUANUJO,1
2660,R DESENHUGO EULINO,1
2661,RUA CONEGO OLIMPIO TORRES,1
2662,RUA ALUIZIO DE SOUZA BANDEIRA,1
2663,AV. MARIO ALVES PEREIRA DE LIRA,1
2664,RUA DA COLINA,1
2665,DONA OLEGARINHA,1
2666,7 TRAVESSA DOIS DE FEVEREIRO,1
2667,ARAPOR?,1
2668,AV CENTENARIO ALBERTO SANTOS DUMONT,1
2669,RUA SANTANA DO IPANEMA,1
2670,RUA DUQUE ESTRELA,1
2671,RUA FERNANDO DE NORANHA,1
2672,RUA AURIENTE,1
2673,TRAV VISCONDE JEQUITINHONHA,1
2674,COCAL,1
2675,JOSE TRIGUEIRO,1
2676,RUA TABAPUA,1
2677,2 TRAVESSA DA RUA B,1
2678,RUA JARDEVAL GALINO,1
2679,R VALE DO SIRIGI,1
2680,CLARA NUNES,1
2681,RUA ENGENHEIRO FREDERICO DA SILVA,1
2682,RUA UNDAVAL,1
2683,RUA LUIZ DA C?MARA CASCUDO,1
2684,RUA ANA PIRES LEITOSA,1
2685,TRV CABLOQUINHO,1
2686,RUA MANOEL ALVES DE LIMA,1
2687,RUA ABRE CAMPO,1
2688,RUA PASTOR JOSE AMARO SILVA,1
2689,AV VER OTACILIO DE AZEVEDO,1
2690,RUA GENEREAL POLIDORO,1
2691,R RIO AMAZONAS,1
2692,RUA PERITIBA,1
2693,RUA MONTESES,1
2694,RUA SENHOR DO BOMFIM,1
2695,RUA NAZAR?,1
2696,RUA 2? TRAVESSA ODISLANDIA,1
2697,RUA BERILO PERNAMBUCANO,1
2698,AV SANTOS,1
2699,R. DELFIN,1
2700,RUA CRISTALIA,1
2701,ADELAIDE SILVEIRA DE H. CAVALCANTI,1
2702,VILA INALDO MARTINS DE SOUZA,1
2703,RUA VISCONDE DE CAIM,1
2704,SUBIDA DA CARRAPETA,1
2705,SEGUNDA TRV DA RUA MONTE LIMA,1
2706,RUA DO COMISSARIADO,1
2707,ALBERTO LUNDGREN,1
2708,RUA PARANA DO OESTE,1
2709,RUA PARAGUACU,1
2710,RUA SUZANO,1
2711,RUA 21 DE ABRIL,1
2712,RUA COMPOSITOR JOAO SANTIAGO,1
2713,RUA VISCODE DE PORTO SEGURO,1
2714,TRAVESSA ENCANTADO MOCA,1
2715,RUA IGUATI,1
2716,RUA GENERAL POLIDOSO,1
2717,RUA JOAO ROMA,1
2718,RUA CARLOS XAVIER PAES BARAO,1
2719,TRAVESSA APRIGIO GUIMARAES,1
2720,RUA PICO DA NEBLINA,1
2721,RUA ITAIMBE,1
2722,R PADRE MANOEL BANDEIRA,1
2723,RUA MARMOR?,1
2724,AV ENGENHEIRO A DE SOUZA,1
2725,RUA COMENDADOR V FERREIRA,1
2726,RUA ALTO JOSE BONIFACIO,1
2727,RUA PROF. JOSE MARTILIANO JOSE FERNANDES,1
2728,RUA PADRE LEANDRO CAMILO,1
2729,RUA PASSIVA,1
2730,RUA PROF JOSE AMEIRO DOS REIS,1
2731,R MENDONCA,1
2732,RUA PACAJAS,1
2733,AVENIDA DOUTRO EURICO CHAVES,1
2734,RUA FIDELANCIA,1
2735,AV PEDRO DE MELO PEDROSA,1
2736,AVENIDA MUSTARDINHA,1
2737,TRAVESSA BARAO DE CAPIBARIBE,1
2738,RUA UBERABA,1
2739,MATOA GROSSO,1
2740,RUA MARIA C TASSO DE SOUZA,1
2741,AV. HELIO FALC?O,1
2742,R XAPURE,1
2743,RUA 2 TRAVESSA ONZE DE AGOSTO,1
2744,GENESIO TEOFILO BEZERRA FILHO,1
2745,MURILO ALMEIDA,1
2746,R FRIGIO LIMA,1
2747,RUA MANOEL LISBOA DE MOURA,1
2748,RUA VISCONDE DE BARBACAU,1
2749,RUA CAPITAO AURELIO DE JESUS,1
2750,R-CAROLINA,1
2751,RUA PROF? MANOEL TAVARES,1
2752,RUA SOBRAL,1
2753,RUA PORTELANDIA,1
2754,RUA ARQUITETO FERNANDO ALMEIDA,1
2755,RUA DR PAZ DE MELO,1
2756,RUA FELICIANO DOS SANTOS,1
2757,AVENIDA NOVA DO FUNDAO,1
2758,AVENIDA PORTO SEGURO,1
2759,R FERREIRA CHAGAS,1
2760,RUA HONORIO HERMETO,1
2761,RUA JO?O PAULO II,1
2762,RUA ESTRELA BRILHANTE,1
2763,QUINARI,1
2764,RUA INDUSTRIAL JOSE PAULO ALIMONDA,1
2765,AVENIDA POETA VINICIUS DE MORAIS,1
2766,BARRA DO SAGI,1
2767,1¬ TRAVESSA ASSIS BRASIL,1
2768,CORREGO DO ARCANJO,1
2769,RUA MAQUINE,1
2770,RUA DOUTOR HENRIQUE LINS,1
2771,RUA SAO DOMINGOS,1
2772,RUA LUZIT?NIA,1
2773,DESEMBARGADOR JOAO BATISTA,1
2774,RUA CARTANAU,1
2775,RUA JORNALISTA POSSIDÈNIO,1
2776,ROMULO DA FONSECA GOMES,1
2777,RUA VINTE E UM DE MAIO,1
2778,RUA GUANABARA,1
2779,RUA DO RATINHO,1
2780,RUA CHAVEIROS,1
2781,R CORONEL URBANO RIBEIRO DE SENA,1
2782,RUA AMADON BUENO,1
2783,RUA JOHN BISPO,1
2784,RUA ASTRONAUTA NEIL MARTINS,1
2785,AV PROFESSO JOSE DOS ANJOS,1
2786,RUA NOVA PALMEIRA,1
2787,RUA SENADOR THOMAS LOBO,1
2788,SOLDADO MARIO KOSELFILHO,1
2789,RUA DESEMBARGADOR GONDIM,1
2790,JO?O PAULO,1
2791,RUA ESPITACIO PESSOA,1
2792,RUA MAESTRO JONES JHONSON,1
2793,SEGUNDA TRAVESSA MIN ALBUQUERQUE LIMA,1
2794,RUA MEARIM,1
2795,RUA PIRANGI,1
2796,RU JOSE DOS SANTOS,1
2797,RUA BULGARI,1
2798,RUA QUATORZE,1
2799,RUA PROFESSORA JANAINA DORNELES,1
2800,RUA SILVA RABELO,1
2801,AVANEIDA CONSUL VILARES FRAGOSO,1
2802,RUA VEREADOR CANUTO VICTOR DE CARVALHO,1
2803,3¬ TRAVESSA CAMBORIU,1
2804,1¬ SUBIDA JOSE CORREIA,1
2805,RUA QUERUMIS,1
2806,RUA 21 DE SETEMBRO,1
2807,RUA ARTUR BERNARDES,1
2808,RUA CRAOLANDIA,1
2809,RUA FREI CASSIMIRO,1
2810,RUA WANDERLANDIA,1
2811,EVARISTO FERREIRA DE SOUZA,1
2812,RUA BRAZOPOLIS,1
2813,RUA DOUTOR DUSTAN,1
2814,R RAMINE GALV?O,1
2815,RUA DONA ELVIRA,1
2816,RUA VEREADOR SERGIO GODOY,1
2817,RUA SERIEMA,1
2818,RUA MATRIZ,1
2819,RUA PADRE VANANCIO,1
